ingress_pps,flow_mod_pps,pkt_out_pps,pkt_in_pps,rule_pps,egress_pps,expected_ingress,expected_flow_mod,expected_pkt_out
10.0287,904.7150,610.5998,10.9609,49.3000,195.5046,10.0000,1000.0000,700.0000
10.0288,899.0785,896.0269,10.8354,50.1000,281.2059,10.0000,1000.0000,1000.0000
99.9938,9.9990,9.9993,100.2815,11.0000,9.7797,100.0000,10.0000,10.0000
99.9966,9.9998,99.1127,100.3794,11.3000,96.9248,100.0000,10.0000,100.0000
99.9912,9.9989,386.2999,100.3233,11.0000,377.7973,100.0000,10.0000,400.0000
99.9990,10.0007,661.5197,100.2834,11.1500,646.9351,100.0000,10.0000,700.0000
99.9966,10.0010,926.2659,100.3646,11.2000,905.7885,100.0000,10.0000,1000.0000
99.9910,97.8127,9.9671,100.3574,57.7250,9.7496,100.0000,100.0000,10.0000
99.9981,97.7736,97.7143,100.3207,54.9500,95.5515,100.0000,100.0000,100.0000
99.9977,97.6553,379.7236,100.3945,58.5750,371.3113,100.0000,100.0000,400.0000
99.9915,97.6297,648.8881,100.3448,57.8250,634.5885,100.0000,100.0000,700.0000
99.9971,97.5692,902.4892,100.3253,55.4000,882.7307,100.0000,100.0000,1000.0000
100.0028,373.5122,9.8514,55.0857,46.7667,7.1658,100.0000,400.0000,10.0000
99.9972,375.6742,95.4467,52.9663,45.8000,66.0131,100.0000,400.0000,100.0000
99.9924,375.8572,375.5656,97.8753,48.0500,244.7770,100.0000,400.0000,400.0000
99.9990,374.5353,624.3951,98.3540,50.3000,394.2459,100.0000,400.0000,700.0000
99.9929,372.9023,839.4183,97.9147,48.8000,511.1185,100.0000,400.0000,1000.0000
99.9968,651.3045,9.8930,12.5811,52.4500,4.2878,100.0000,700.0000,10.0000
99.9992,648.0288,96.7642,86.1105,51.8500,40.1735,100.0000,700.0000,100.0000
99.9970,643.4142,369.5304,97.1608,49.9500,149.5236,100.0000,700.0000,400.0000
99.9985,643.1719,641.5444,98.5550,49.6000,252.1295,100.0000,700.0000,700.0000
99.9995,632.9318,821.3656,98.0070,47.0000,323.4662,100.0000,700.0000,1000.0000
99.9966,917.2373,9.9401,51.3239,55.8000,3.1292,100.0000,1000.0000,10.0000
99.9990,915.1107,97.2311,68.7186,54.7000,29.1037,100.0000,1000.0000,100.0000
99.9949,909.2410,366.9969,96.6022,47.8000,107.5710,100.0000,1000.0000,400.0000
99.9939,901.6276,608.7313,97.6674,50.1000,176.3659,100.0000,1000.0000,700.0000
99.9930,895.0495,889.5012,98.6000,50.5000,253.9764,100.0000,1000.0000,1000.0000
399.4524,10.0010,10.0012,100.5063,11.3000,9.7922,400.0000,10.0000,10.0000
399.4550,10.0013,99.0234,100.7016,10.9000,96.8482,400.0000,10.0000,100.0000
399.4368,10.0000,386.5517,100.4794,11.5000,377.9852,400.0000,10.0000,400.0000
399.3989,10.0009,661.4312,100.6132,11.2000,646.6170,400.0000,10.0000,700.0000
399.4288,9.9997,925.9221,100.6362,11.4750,905.5510,400.0000,10.0000,1000.0000
399.4100,97.8783,9.9751,100.6747,58.2750,9.7635,400.0000,100.0000,10.0000
399.4182,97.8079,97.7999,98.8296,51.8250,95.6278,400.0000,100.0000,100.0000
399.4949,97.7225,379.4642,99.7680,54.9000,371.0777,400.0000,100.0000,400.0000
399.5374,97.6192,648.1899,100.5133,55.5000,633.9425,400.0000,100.0000,700.0000
399.4743,97.5504,902.9449,100.5135,55.8750,882.7854,400.0000,100.0000,1000.0000
399.4407,373.6086,9.8862,68.8041,45.7000,6.9580,400.0000,400.0000,10.0000
399.4670,373.0940,95.0028,89.3291,47.8667,65.5167,400.0000,400.0000,100.0000
399.4679,375.0069,374.5063,97.5204,49.2500,245.9620,400.0000,400.0000,400.0000
399.4535,373.7349,622.9486,97.2772,51.4000,393.0672,400.0000,400.0000,700.0000
399.3980,371.8597,842.7237,97.3771,47.2000,517.3151,400.0000,400.0000,1000.0000
399.4005,651.6245,9.9169,54.1789,56.7000,4.2340,400.0000,700.0000,10.0000
399.4067,649.6572,96.8672,82.9795,49.8500,40.1223,400.0000,700.0000,100.0000
399.4938,643.2106,369.4618,96.6498,48.8000,149.4322,400.0000,700.0000,400.0000
399.4802,642.3719,640.2189,98.2763,49.2000,250.2954,400.0000,700.0000,700.0000
399.4091,632.3361,821.7692,98.2652,51.9500,320.8116,400.0000,700.0000,1000.0000
399.4324,917.2713,9.9488,28.1023,46.4000,3.1154,400.0000,1000.0000,10.0000
399.4392,916.5579,97.2483,45.3414,48.3000,29.2541,400.0000,1000.0000,100.0000
399.3984,908.2159,366.7183,96.3332,45.7000,107.5729,400.0000,1000.0000,400.0000
399.3864,900.5481,607.6333,98.3315,49.7000,176.3226,400.0000,1000.0000,700.0000
399.3775,895.1612,890.9986,98.6574,49.7000,253.5576,400.0000,1000.0000,1000.0000
697.5328,9.9993,9.9998,100.5131,11.6000,9.7765,700.0000,10.0000,10.0000
697.2738,10.0007,99.0571,100.5478,11.1750,96.8419,700.0000,10.0000,100.0000
697.1100,9.9970,386.4267,100.4761,11.7250,377.8753,700.0000,10.0000,400.0000
697.1728,9.9988,661.3672,100.7551,11.3750,646.7848,700.0000,10.0000,700.0000
697.2520,9.9999,926.4902,100.5572,10.9000,906.0066,700.0000,10.0000,1000.0000
697.3791,97.7801,9.9638,100.5672,58.0500,9.7508,700.0000,100.0000,10.0000
697.4985,97.7376,97.7249,100.5764,55.5250,95.5794,700.0000,100.0000,100.0000
697.5126,97.7491,379.7452,100.5318,57.6250,371.4193,700.0000,100.0000,400.0000
697.4812,97.5370,647.9611,100.5965,54.2750,633.7322,700.0000,100.0000,700.0000
697.2383,97.5951,903.4643,100.5254,55.5000,883.6148,700.0000,100.0000,1000.0000
697.3820,378.2295,9.8770,38.9840,60.5500,7.0697,700.0000,400.0000,10.0000
697.1580,372.9950,95.0274,88.0507,47.8667,66.2303,700.0000,400.0000,100.0000
697.3873,375.2103,374.8147,95.6320,51.5000,243.8705,700.0000,400.0000,400.0000
697.3338,374.5437,623.7274,97.9987,51.8500,392.2847,700.0000,400.0000,700.0000
697.3615,372.7049,844.3362,99.0194,52.9500,518.3346,700.0000,400.0000,1000.0000
697.3870,651.4676,9.9465,42.5668,51.5000,4.2617,700.0000,700.0000,10.0000
698.4135,650.2455,97.0068,85.2924,49.6000,40.0318,700.0000,700.0000,100.0000
697.9818,642.2034,368.8613,95.2467,46.3500,148.3642,700.0000,700.0000,400.0000
697.4645,642.3854,640.4827,98.6116,49.4000,252.3174,700.0000,700.0000,700.0000
697.4479,632.7261,818.2750,97.2921,49.8000,317.2516,700.0000,700.0000,1000.0000
697.5213,918.3725,9.9643,49.2859,47.4000,3.0876,700.0000,1000.0000,10.0000
697.9483,913.7271,97.1121,79.5488,54.5000,29.0444,700.0000,1000.0000,100.0000
697.2353,908.6295,366.5028,96.7639,49.3000,107.6455,700.0000,1000.0000,400.0000
697.3903,901.6799,609.0199,97.0785,46.9000,177.0622,700.0000,1000.0000,700.0000
697.2245,894.3752,890.7526,98.9901,49.6000,254.4722,700.0000,1000.0000,1000.0000
995.6244,10.0011,10.0004,100.5595,11.0000,9.7928,1000.0000,10.0000,10.0000
995.6470,9.9977,99.0569,100.5807,11.6500,96.8651,1000.0000,10.0000,100.0000
995.9017,10.0001,386.5641,100.5274,11.6000,378.0169,1000.0000,10.0000,400.0000
995.2587,9.9978,661.6835,100.5028,11.4750,647.0199,1000.0000,10.0000,700.0000
995.4932,10.0006,926.4004,100.5743,11.4000,905.9366,1000.0000,10.0000,1000.0000
995.2364,97.7469,9.9711,100.5905,58.0000,9.7512,1000.0000,100.0000,10.0000
995.4852,97.9051,97.9488,100.5528,57.6000,95.7985,1000.0000,100.0000,100.0000
995.3892,97.7381,379.8069,100.5191,55.5750,371.4640,1000.0000,100.0000,400.0000
995.3491,97.6705,648.7846,100.4614,57.8250,634.3944,1000.0000,100.0000,700.0000
996.0729,97.5467,903.9245,100.5859,55.3250,883.9412,1000.0000,100.0000,1000.0000
995.3587,373.2408,9.8625,53.6191,51.8333,7.1676,1000.0000,400.0000,10.0000
995.3275,373.4418,95.2180,87.8747,48.0667,66.2310,1000.0000,400.0000,100.0000
996.0348,375.0117,374.6079,96.6879,47.3000,244.1263,1000.0000,400.0000,400.0000
995.2369,374.2576,623.4730,98.8261,51.2500,395.7518,1000.0000,400.0000,700.0000
995.8238,371.9441,844.2376,97.1829,48.5500,509.1810,1000.0000,400.0000,1000.0000
995.3123,651.6213,9.9237,39.7243,44.4000,4.2751,1000.0000,700.0000,10.0000
995.4322,649.4692,96.8617,90.8791,48.4000,39.8870,1000.0000,700.0000,100.0000
995.7195,643.2970,369.0428,97.4016,47.6000,149.2948,1000.0000,700.0000,400.0000
995.4335,642.3748,640.9245,98.3302,48.6000,252.5166,1000.0000,700.0000,700.0000
995.3520,632.5025,820.5420,99.0316,53.2000,322.5963,1000.0000,700.0000,1000.0000
995.3847,917.1236,9.9388,49.6697,50.4000,3.0737,1000.0000,1000.0000,10.0000
995.2815,914.7801,97.3240,87.1427,51.6000,29.0057,1000.0000,1000.0000,100.0000
995.2593,909.0893,366.8726,97.0081,46.4000,107.7288,1000.0000,1000.0000,400.0000
995.2453,901.3937,608.6377,97.8978,46.5000,176.4417,1000.0000,1000.0000,700.0000
994.9791,894.4360,890.1054,98.8179,47.7000,253.7388,1000.0000,1000.0000,1000.0000
