64 0.001 619586.364143 6381.73955068
64 0.01 97648.4304968 3566.12068174
64 0.1 10064.3696957 2950.2693326
64 1 990.184014832 990.184014832
64 2 498.121426176 498.121426176
64 3 332.399872388 332.399872388
64 4 249.508569782 249.508569782
64 5 199.656528063 199.656528063
