1500 7781 579.660917448 0
1500 7784 517.177366415 0.1
1500 7477 425.76032431 0.5
1500 7410 337.248925619 1
1500 7055 289.546165104 1.5
1500 6909 252.603031279 2
1500 5670 168.032281635 4
1500 4717 125.950261714 6
1500 3893 100.135200144 8
1500 3712 83.5000865716 10
