10.0287,10.0007,10.0004,10.0279,11.15,9.7931
10.0286,10.0004,99.121,10.0236,11.3,96.9674
10.0287,10.0007,387.4223,10.0284,10.9,378.8907
10.0288,9.996,664.0081,10.023,11.65,649.3397
10.0287,9.9949,930.4231,10.0332,11.5,909.9599
10.0286,97.9544,9.9712,10.0285,58.275,9.75
10.0287,97.7811,97.8405,10.0275,58.2,95.6778
10.0286,97.6116,380.7864,10.0271,55.65,372.3691
10.0288,97.482,650.8756,10.0268,58.65,636.4758
10.0287,97.3985,909.7695,10.0343,58.275,889.6827
10.0287,373.3133,9.833,9.8968,49.2,7.6277
10.0288,372.6725,94.5627,9.9582,51.2333,73.2617
10.0287,373.0068,372.6904,10.003,49.0333,274.466
10.0287,372.7026,622.7999,10.0111,50.7,441.0997
10.0287,371.189,842.1385,10.0125,50.9,577.0783
10.0287,645.8347,9.8913,9.893,47.35,4.6088
10.0287,643.3288,96.0347,9.8812,48.1,44.7284
10.0287,645.022,370.1991,9.994,52.9,166.4859
10.0287,643.3599,642.4554,9.8809,51.6,280.4972
10.0287,637.2612,812.7812,10.007,50.2,352.9313
10.0288,911.8493,9.9346,9.3979,49.1,3.2836
10.0286,915.7705,97.2215,9.899,46.1,31.9342
10.0287,909.9449,367.3417,9.9429,54.9,119.8795
10.0287,904.1951,612.3443,9.9876,47.6,195.1978
10.0287,899.1694,896.266,10.0045,49.4,284.3092
99.994,10.0003,10.0003,100.0505,11.2,9.7937
99.988,9.9993,99.0443,100.0545,11.15,96.8558
99.9952,9.9998,386.1342,100.0199,11.4,377.5943
99.9981,10.0007,660.66,100.0517,11.45,645.8772
99.992,9.9983,924.7413,100.0057,11.725,904.3453
99.9956,97.767,9.9574,100.0023,55.725,9.7519
99.9954,97.8248,97.8771,99.9878,57.7,92.6296
99.996,97.6129,379.4169,100.0322,57.95,370.8367
99.9981,97.5365,647.0015,99.9764,58.15,632.7646
100.0008,97.4827,901.2305,100.0528,55.825,881.2176
99.9972,378.282,9.9072,32.5084,48.35,7.2619
99.9975,373.0256,95.254,90.9494,48.9,66.3377
99.9885,375.3053,374.906,99.526,48.85,246.6509
99.9964,373.9598,623.1193,99.7763,52.15,395.3971
100.0009,371.6148,840.9974,99.8592,52.3,520.9791
99.997,649.1192,9.9021,35.7075,46.3,4.2886
99.9946,647.1421,97.0238,90.6212,49.1,40.4563
99.9945,640.591,368.8869,98.1083,49.9,150.5839
99.9987,639.274,637.3794,99.6736,53.15,253.0182
99.9888,629.778,815.5047,99.7422,50.85,320.5776
99.9949,916.7367,9.9634,26.9555,45.6,3.1576
99.9976,916.6593,97.25,29.8277,52.05,29.481
99.9913,906.9679,366.3001,97.283,46.6,107.9323
99.9966,899.6835,608.8013,98.7694,52.8,176.3363
99.9939,890.5777,882.6283,99.6803,57.2,252.7972
399.4363,9.9983,9.9981,101.1591,11.5,9.7801
399.4458,10.0002,99.04,101.2467,11.6,96.8588
399.378,10.0002,386.1982,101.105,11.15,377.7187
399.4187,9.9995,661.0461,101.0672,11.2,646.463
399.3965,9.9972,924.9013,101.0427,11.3,904.5867
399.4176,97.757,9.9516,101.2096,58.625,9.7391
399.3375,97.7911,97.8085,101.2351,58.2,95.6493
399.4152,97.6293,379.1581,101.0974,58.075,370.8469
399.4944,97.5545,647.6709,101.0835,58.725,633.4265
399.4931,97.5225,899.0688,101.1267,58.825,879.2554
399.4377,373.3872,9.9029,69.2865,50.0333,7.1395
399.4496,372.6723,95.0088,92.4455,52.3333,65.868
399.4247,374.8801,374.2402,100.5103,51.35,244.8827
399.3287,374.368,623.4086,100.9089,49.45,396.9511
399.3988,371.5853,841.2103,100.8663,51.75,519.6211
399.4147,647.2541,9.9173,65.7238,54.3,4.2334
399.3925,646.7139,96.7861,87.0364,51.95,40.5022
399.5183,640.421,369.0769,99.7099,50.8,150.4487
399.51,638.9451,636.4574,100.6265,49.95,253.0034
399.4844,630.2074,818.3422,100.7494,49.35,324.3221
399.4172,916.2957,9.9629,58.1707,50.2,3.0736
399.734,912.4732,97.1866,80.9709,58.4,29.2195
399.7345,906.4724,366.5542,98.1814,50.3,108.0853
399.7313,898.6413,608.3269,100.2089,53.3,177.3381
399.7331,891.6885,884.6837,100.789,51.1,253.3485
699.1455,10.0002,10.0003,101.2313,11.2,9.7948
699.1387,10.001,99.0782,101.2227,11.725,96.9152
691.076,9.9992,386.2004,101.1656,11.3,377.6763
691.0651,10.0008,660.7222,101.1301,11,646.1243
691.3559,9.9996,924.7533,101.1077,11.725,904.2625
691.586,97.8292,9.9676,101.1827,56.15,9.7518
691.2982,97.7108,97.6441,101.1485,58,95.5091
691.2094,97.6582,379.5311,101.1291,56.225,371.2066
699.143,97.598,647.4563,101.0942,55.6,633.1771
694.1062,97.3787,900.528,101.1236,58.425,880.6075
691.0951,373.7816,9.8284,49.0352,52.7,7.2938
691.3891,373.2625,95.2181,93.5408,50.0333,66.1593
691.3927,375.2895,374.7321,100.8264,46.9,246.7605
691.3367,373.8117,622.6118,100.8913,53.1,395.7456
691.8155,371.8817,844.994,100.911,51.75,520.7099
691.1857,650.0994,9.937,60.5674,45.65,4.2754
