1364184241.21791792,pkt_in,35304,6379
1364184241.22593904,pkt_in,6379,35304
1364184241.54054093,pkt_in,35794,6379
1364184241.54236293,pkt_in,36131,6379
1364184241.54617000,pkt_in,6379,35794
1364184241.55006599,pkt_in,6379,36131
1364184241.55070591,pkt_in,6379,36131
1364184241.86528897,pkt_in,36159,6379
1364184241.86593008,pkt_in,36160,6379
1364184241.86980009,pkt_in,6379,36159
1364184241.87042809,pkt_in,6379,36159
1364184241.87435603,pkt_in,6379,36160
1364184241.87497902,pkt_in,6379,36160
1364184242.18965793,pkt_in,35786,6379
1364184242.19030499,pkt_in,36081,6379
1364184242.19092798,pkt_in,36072,6379
1364184242.19481611,pkt_in,6379,35786
1364184242.19871712,pkt_in,6379,36081
1364184242.19934201,pkt_in,6379,36072
1364184242.20122004,pkt_in,6379,36081
1364184242.46578693,pkt_in,36065,6379
1364184242.47383094,pkt_in,6379,36065
1364184242.78848195,pkt_in,36068,6379
1364184242.79647207,pkt_in,6379,36068
1364184242.79710293,pkt_in,6379,36068
1364184243.11174297,pkt_in,35954,6379
1364184243.11977410,pkt_in,6379,35954
1364184243.78493094,pkt_in,36060,6379
1364184243.78556991,pkt_in,35636,6379
1364184243.78639102,pkt_in,35630,6379
1364184243.78701401,pkt_in,35333,6379
1364184243.78764510,pkt_in,36094,6379
1364184243.78826690,pkt_in,36111,6379
1364184243.78896308,pkt_in,35663,6379
1364184243.78959394,pkt_in,36040,6379
1364184243.79021311,pkt_in,36110,6379
1364184243.79409289,pkt_in,6379,36060
1364184243.81020188,pkt_in,6379,36111
1364184243.81083298,pkt_in,6379,36040
1364184243.81144190,pkt_in,6379,35663
1364184243.81205392,pkt_in,6379,36110
1364184243.81266999,pkt_in,6379,36094
1364184243.81328201,pkt_in,6379,36094
1364184243.81388211,pkt_in,6379,35636
1364184243.81447792,pkt_in,6379,35333
1364184243.81509709,pkt_in,6379,36111
1364184243.81570601,pkt_in,6379,36110
1364184243.81631708,pkt_in,6379,35630
1364184244.08093309,pkt_in,35974,6379
1364184244.08157110,pkt_in,36116,6379
1364184244.08218908,pkt_in,36118,6379
1364184244.08281302,pkt_in,35648,6379
1364184244.09075403,pkt_in,6379,35974
1364184244.09465003,pkt_in,6379,36118
1364184244.09527397,pkt_in,6379,36116
