ingress_pps,flow_mod_pps,pkt_out_pps,pkt_in_pps,rule_pps,egress_pps,expected_ingress,expected_flow_mod,expected_pkt_out
99.9880,9.9993,99.0443,100.0545,11.1500,96.8558,100.0000,10.0000,100.0000
99.9952,9.9998,386.1342,100.0199,11.4000,377.5943,100.0000,10.0000,400.0000
99.9981,10.0007,660.6600,100.0517,11.4500,645.8772,100.0000,10.0000,700.0000
99.9920,9.9983,924.7413,100.0057,11.7250,904.3453,100.0000,10.0000,1000.0000
99.9956,97.7670,9.9574,100.0023,55.7250,9.7519,100.0000,100.0000,10.0000
99.9954,97.8248,97.8771,99.9878,57.7000,92.6296,100.0000,100.0000,100.0000
99.9960,97.6129,379.4169,100.0322,57.9500,370.8367,100.0000,100.0000,400.0000
99.9981,97.5365,647.0015,99.9764,58.1500,632.7646,100.0000,100.0000,700.0000
100.0008,97.4827,901.2305,100.0528,55.8250,881.2176,100.0000,100.0000,1000.0000
99.9972,378.2820,9.9072,32.5084,48.3500,7.2619,100.0000,400.0000,10.0000
99.9975,373.0256,95.2540,90.9494,48.9000,66.3377,100.0000,400.0000,100.0000
99.9885,375.3053,374.9060,99.5260,48.8500,246.6509,100.0000,400.0000,400.0000
99.9964,373.9598,623.1193,99.7763,52.1500,395.3971,100.0000,400.0000,700.0000
100.0009,371.6148,840.9974,99.8592,52.3000,520.9791,100.0000,400.0000,1000.0000
99.9970,649.1192,9.9021,35.7075,46.3000,4.2886,100.0000,700.0000,10.0000
99.9946,647.1421,97.0238,90.6212,49.1000,40.4563,100.0000,700.0000,100.0000
99.9945,640.5910,368.8869,98.1083,49.9000,150.5839,100.0000,700.0000,400.0000
99.9987,639.2740,637.3794,99.6736,53.1500,253.0182,100.0000,700.0000,700.0000
99.9888,629.7780,815.5047,99.7422,50.8500,320.5776,100.0000,700.0000,1000.0000
99.9949,916.7367,9.9634,26.9555,45.6000,3.1576,100.0000,1000.0000,10.0000
99.9976,916.6593,97.2500,29.8277,52.0500,29.4810,100.0000,1000.0000,100.0000
99.9913,906.9679,366.3001,97.2830,46.6000,107.9323,100.0000,1000.0000,400.0000
99.9966,899.6835,608.8013,98.7694,52.8000,176.3363,100.0000,1000.0000,700.0000
99.9939,890.5777,882.6283,99.6803,57.2000,252.7972,100.0000,1000.0000,1000.0000
399.4363,9.9983,9.9981,101.1591,11.5000,9.7801,400.0000,10.0000,10.0000
399.4458,10.0002,99.0400,101.2467,11.6000,96.8588,400.0000,10.0000,100.0000
399.3780,10.0002,386.1982,101.1050,11.1500,377.7187,400.0000,10.0000,400.0000
399.4187,9.9995,661.0461,101.0672,11.2000,646.4630,400.0000,10.0000,700.0000
399.3965,9.9972,924.9013,101.0427,11.3000,904.5867,400.0000,10.0000,1000.0000
399.4176,97.7570,9.9516,101.2096,58.6250,9.7391,400.0000,100.0000,10.0000
399.3375,97.7911,97.8085,101.2351,58.2000,95.6493,400.0000,100.0000,100.0000
399.4152,97.6293,379.1581,101.0974,58.0750,370.8469,400.0000,100.0000,400.0000
399.4944,97.5545,647.6709,101.0835,58.7250,633.4265,400.0000,100.0000,700.0000
399.4931,97.5225,899.0688,101.1267,58.8250,879.2554,400.0000,100.0000,1000.0000
399.4377,373.3872,9.9029,69.2865,50.0333,7.1395,400.0000,400.0000,10.0000
399.4496,372.6723,95.0088,92.4455,52.3333,65.8680,400.0000,400.0000,100.0000
399.4247,374.8801,374.2402,100.5103,51.3500,244.8827,400.0000,400.0000,400.0000
399.3287,374.3680,623.4086,100.9089,49.4500,396.9511,400.0000,400.0000,700.0000
399.3988,371.5853,841.2103,100.8663,51.7500,519.6211,400.0000,400.0000,1000.0000
399.4147,647.2541,9.9173,65.7238,54.3000,4.2334,400.0000,700.0000,10.0000
399.3925,646.7139,96.7861,87.0364,51.9500,40.5022,400.0000,700.0000,100.0000
399.5183,640.4210,369.0769,99.7099,50.8000,150.4487,400.0000,700.0000,400.0000
399.5100,638.9451,636.4574,100.6265,49.9500,253.0034,400.0000,700.0000,700.0000
399.4844,630.2074,818.3422,100.7494,49.3500,324.3221,400.0000,700.0000,1000.0000
399.4172,916.2957,9.9629,58.1707,50.2000,3.0736,400.0000,1000.0000,10.0000
399.7340,912.4732,97.1866,80.9709,58.4000,29.2195,400.0000,1000.0000,100.0000
399.7345,906.4724,366.5542,98.1814,50.3000,108.0853,400.0000,1000.0000,400.0000
399.7313,898.6413,608.3269,100.2089,53.3000,177.3381,400.0000,1000.0000,700.0000
399.7331,891.6885,884.6837,100.7890,51.1000,253.3485,400.0000,1000.0000,1000.0000
699.1455,10.0002,10.0003,101.2313,11.2000,9.7948,700.0000,10.0000,10.0000
699.1387,10.0010,99.0782,101.2227,11.7250,96.9152,700.0000,10.0000,100.0000
691.0760,9.9992,386.2004,101.1656,11.3000,377.6763,700.0000,10.0000,400.0000
691.0651,10.0008,660.7222,101.1301,11.0000,646.1243,700.0000,10.0000,700.0000
691.3559,9.9996,924.7533,101.1077,11.7250,904.2625,700.0000,10.0000,1000.0000
691.5860,97.8292,9.9676,101.1827,56.1500,9.7518,700.0000,100.0000,10.0000
691.2982,97.7108,97.6441,101.1485,58.0000,95.5091,700.0000,100.0000,100.0000
691.2094,97.6582,379.5311,101.1291,56.2250,371.2066,700.0000,100.0000,400.0000
699.1430,97.5980,647.4563,101.0942,55.6000,633.1771,700.0000,100.0000,700.0000
694.1062,97.3787,900.5280,101.1236,58.4250,880.6075,700.0000,100.0000,1000.0000
691.0951,373.7816,9.8284,49.0352,52.7000,7.2938,700.0000,400.0000,10.0000
691.3891,373.2625,95.2181,93.5408,50.0333,66.1593,700.0000,400.0000,100.0000
691.3927,375.2895,374.7321,100.8264,46.9000,246.7605,700.0000,400.0000,400.0000
691.3367,373.8117,622.6118,100.8913,53.1000,395.7456,700.0000,400.0000,700.0000
691.8155,371.8817,844.9940,100.9110,51.7500,520.7099,700.0000,400.0000,1000.0000
691.1857,650.0994,9.9370,60.5674,45.6500,4.2754,700.0000,700.0000,10.0000
691.0189,646.4373,96.7599,83.6729,49.7000,40.5790,700.0000,700.0000,100.0000
691.1654,640.2346,368.6357,98.9178,51.2000,150.6900,700.0000,700.0000,400.0000
691.3781,640.9232,639.3880,100.8192,47.2500,253.2973,700.0000,700.0000,700.0000
691.3442,629.3595,816.5023,100.9678,46.7000,323.9121,700.0000,700.0000,1000.0000
692.3938,917.8379,9.9437,48.5786,46.6000,3.0881,700.0000,1000.0000,10.0000
691.1949,916.3641,97.2645,26.2860,49.5000,29.3262,700.0000,1000.0000,100.0000
691.3175,907.3100,366.7005,98.8688,50.8000,108.0792,700.0000,1000.0000,400.0000
699.1286,899.0161,607.9019,100.3500,51.0000,177.2346,700.0000,1000.0000,700.0000
699.1265,892.5432,887.1803,100.7400,49.2000,253.8513,700.0000,1000.0000,1000.0000
978.8732,10.0003,10.0004,101.2391,11.5000,9.7933,1000.0000,10.0000,10.0000
978.4329,9.9991,99.0796,101.1883,10.9000,96.9092,1000.0000,10.0000,100.0000
978.6241,9.9988,386.2221,101.1760,11.7000,377.7272,1000.0000,10.0000,400.0000
978.2899,9.9999,660.8695,101.0970,11.2000,646.3107,1000.0000,10.0000,700.0000
978.5627,9.9976,924.9411,101.1829,10.9750,904.7008,1000.0000,10.0000,1000.0000
978.7378,97.7024,9.9527,101.2122,58.7500,9.7369,1000.0000,100.0000,10.0000
978.0102,97.7919,97.8107,101.1874,58.2250,95.6481,1000.0000,100.0000,100.0000
977.9586,97.6216,379.3083,101.1440,55.6750,370.8880,1000.0000,100.0000,400.0000
977.8474,97.5876,647.3751,101.1730,56.1250,633.0336,1000.0000,100.0000,700.0000
978.2188,97.5813,901.6931,101.1766,58.8250,881.7602,1000.0000,100.0000,1000.0000
978.2143,373.8477,9.8931,70.8283,46.3667,7.0135,1000.0000,400.0000,10.0000
978.7229,372.9425,95.0145,92.7064,49.9333,66.0555,1000.0000,400.0000,100.0000
978.4846,374.8294,374.5381,100.6915,49.7500,246.9100,1000.0000,400.0000,400.0000
978.9293,374.1901,623.5739,100.9673,53.6500,395.9496,1000.0000,400.0000,700.0000
978.0042,372.0392,846.5776,101.0101,46.3500,523.5268,1000.0000,400.0000,1000.0000
978.4222,650.8564,9.9175,44.0423,50.7000,4.2749,1000.0000,700.0000,10.0000
977.8033,647.2536,96.9741,85.1615,46.6000,40.5047,1000.0000,700.0000,100.0000
998.2090,641.5223,368.9630,99.3004,48.8000,150.0692,1000.0000,700.0000,400.0000
978.2121,640.8163,638.7862,100.8137,47.8500,252.9755,1000.0000,700.0000,700.0000
978.7212,629.4848,813.3143,100.8663,49.1000,320.4391,1000.0000,700.0000,1000.0000
978.2778,916.3732,9.9445,57.6605,46.7000,3.0604,1000.0000,1000.0000,10.0000
978.0980,912.5336,97.2221,93.0061,54.4000,28.9610,1000.0000,1000.0000,100.0000
978.6611,906.6272,366.3786,98.8458,54.5000,107.9278,1000.0000,1000.0000,400.0000
977.9767,899.3898,608.3385,100.4540,52.5000,177.0508,1000.0000,1000.0000,700.0000
977.7178,891.1536,884.5344,100.7558,52.9000,253.0626,1000.0000,1000.0000,1000.0000
