20130320082208,192.168.100.2,5001,192.168.100.1,41023,4,0.0-17.9,2097152000,939783754
20130320082226,192.168.100.2,5001,192.168.100.1,41024,5,0.0-17.8,2097152000,940024497
20130320082244,192.168.100.2,5001,192.168.100.1,41025,4,0.0-17.8,2097152000,940891497
20130320082301,192.168.100.2,5001,192.168.100.1,41026,5,0.0-17.8,2097152000,940949227
20130320082319,192.168.100.2,5001,192.168.100.1,41027,4,0.0-17.8,2097152000,941238407
20130320082337,192.168.100.2,5001,192.168.100.1,41028,5,0.0-17.8,2097152000,941074685
20130320082355,192.168.100.2,5001,192.168.100.1,41029,4,0.0-17.8,2097152000,940399969
20130320082413,192.168.100.2,5001,192.168.100.1,41030,5,0.0-17.9,2097152000,939137960
20130320082431,192.168.100.2,5001,192.168.100.1,41031,4,0.0-17.8,2097152000,941060644
20130320082449,192.168.100.2,5001,192.168.100.1,41032,5,0.0-17.9,2097152000,939441861
20130320082507,192.168.100.2,5001,192.168.100.1,41033,4,0.0-17.8,2097152000,940074272
20130320082525,192.168.100.2,5001,192.168.100.1,41034,5,0.0-17.9,2097152000,939101425
20130320082542,192.168.100.2,5001,192.168.100.1,41035,4,0.0-17.8,2097152000,940493752
20130320082600,192.168.100.2,5001,192.168.100.1,41036,5,0.0-17.8,2097152000,940279539
20130320082618,192.168.100.2,5001,192.168.100.1,41037,4,0.0-17.8,2097152000,940575426
20130320082636,192.168.100.2,5001,192.168.100.1,41038,5,0.0-17.9,2097152000,938788183
20130320082654,192.168.100.2,5001,192.168.100.1,41039,4,0.0-17.8,2097152000,940365233
20130320082712,192.168.100.2,5001,192.168.100.1,41040,5,0.0-17.8,2097152000,940931918
20130320082730,192.168.100.2,5001,192.168.100.1,41041,4,0.0-17.9,2097152000,938664069
20130320082748,192.168.100.2,5001,192.168.100.1,41042,5,0.0-17.8,2097152000,941344558
20130320082806,192.168.100.2,5001,192.168.100.1,41043,4,0.0-17.8,2097152000,940420949
20130320082823,192.168.100.2,5001,192.168.100.1,41044,5,0.0-17.8,2097152000,940030817
20130320082841,192.168.100.2,5001,192.168.100.1,41045,4,0.0-17.9,2097152000,938900771
20130320082859,192.168.100.2,5001,192.168.100.1,41046,5,0.0-17.8,2097152000,940739184
20130320082917,192.168.100.2,5001,192.168.100.1,41047,4,0.0-17.8,2097152000,940125528
20130320082935,192.168.100.2,5001,192.168.100.1,41048,5,0.0-17.8,2097152000,941253879
20130320082953,192.168.100.2,5001,192.168.100.1,41049,4,0.0-17.8,2097152000,940867489
20130320083011,192.168.100.2,5001,192.168.100.1,41050,5,0.0-17.8,2097152000,941178318
20130320083029,192.168.100.2,5001,192.168.100.1,41051,4,0.0-17.9,2097152000,939444228
20130320083047,192.168.100.2,5001,192.168.100.1,41052,5,0.0-17.8,2097152000,940670826
20130320083105,192.168.100.2,5001,192.168.100.1,41053,4,0.0-17.9,2097152000,938928304
20130320083122,192.168.100.2,5001,192.168.100.1,41054,5,0.0-17.8,2097152000,940137170
20130320083140,192.168.100.2,5001,192.168.100.1,41055,4,0.0-17.8,2097152000,940652789
20130320083158,192.168.100.2,5001,192.168.100.1,41056,5,0.0-17.8,2097152000,940684381
20130320083216,192.168.100.2,5001,192.168.100.1,41057,4,0.0-17.9,2097152000,939587333
20130320083234,192.168.100.2,5001,192.168.100.1,41058,5,0.0-17.8,2097152000,941338114
20130320083252,192.168.100.2,5001,192.168.100.1,41059,4,0.0-17.8,2097152000,941202712
20130320083310,192.168.100.2,5001,192.168.100.1,41060,5,0.0-17.8,2097152000,941292958
20130320083328,192.168.100.2,5001,192.168.100.1,41061,4,0.0-17.8,2097152000,941204296
20130320083345,192.168.100.2,5001,192.168.100.1,41062,5,0.0-17.8,2097152000,941374876
20130320083403,192.168.100.2,5001,192.168.100.1,41063,4,0.0-17.9,2097152000,939077718
20130320083421,192.168.100.2,5001,192.168.100.1,41064,5,0.0-17.8,2097152000,941343343
20130320083439,192.168.100.2,5001,192.168.100.1,41065,4,0.0-17.9,2097152000,938397883
20130320083457,192.168.100.2,5001,192.168.100.1,41066,5,0.0-17.8,2097152000,941360562
20130320083515,192.168.100.2,5001,192.168.100.1,41067,6,0.0-17.8,2097152000,941156724
20130320083533,192.168.100.2,5001,192.168.100.1,41068,4,0.0-17.8,2097152000,941383803
20130320083551,192.168.100.2,5001,192.168.100.1,41069,5,0.0-17.9,2097152000,939511987
20130320083609,192.168.100.2,5001,192.168.100.1,41070,4,0.0-17.8,2097152000,940553806
20130320083626,192.168.100.2,5001,192.168.100.1,41071,5,0.0-17.8,2097152000,940389111
20130320083644,192.168.100.2,5001,192.168.100.1,41072,4,0.0-17.8,2097152000,940233957
20130320083702,192.168.100.2,5001,192.168.100.1,41073,5,0.0-17.8,2097152000,941321319
20130320083720,192.168.100.2,5001,192.168.100.1,41074,4,0.0-17.8,2097152000,941368907
20130320083738,192.168.100.2,5001,192.168.100.1,41075,5,0.0-17.9,2097152000,939432707
20130320083756,192.168.100.2,5001,192.168.100.1,41076,4,0.0-17.8,2097152000,940875773
20130320083814,192.168.100.2,5001,192.168.100.1,41077,5,0.0-17.8,2097152000,941360826
20130320083832,192.168.100.2,5001,192.168.100.1,41078,4,0.0-17.8,2097152000,940593249
20130320083850,192.168.100.2,5001,192.168.100.1,41079,5,0.0-17.8,2097152000,941328607
20130320083907,192.168.100.2,5001,192.168.100.1,41080,4,0.0-17.8,2097152000,940126581
20130320083925,192.168.100.2,5001,192.168.100.1,41081,5,0.0-17.9,2097152000,939159356
20130320083943,192.168.100.2,5001,192.168.100.1,41082,4,0.0-17.9,2097152000,939070149
20130320084001,192.168.100.2,5001,192.168.100.1,41083,5,0.0-17.8,2097152000,940203133
20130320084019,192.168.100.2,5001,192.168.100.1,41084,4,0.0-17.8,2097152000,941191254
