20130320002226,192.168.100.2,5001,192.168.100.1,52630,4,0.0-10.1,2097152000,1663941172
20130320002236,192.168.100.2,5001,192.168.100.1,52631,5,0.0-10.0,2097152000,1683927208
20130320002248,192.168.100.2,5001,192.168.100.1,52632,4,0.0-11.9,2097152000,1406018506
20130320002258,192.168.100.2,5001,192.168.100.1,52633,5,0.0-10.0,2097152000,1682431735
20130320002307,192.168.100.2,5001,192.168.100.1,52634,4,0.0-9.4,2097152000,1788071541
20130320002317,192.168.100.2,5001,192.168.100.1,52635,5,0.0-9.3,2097152000,1795461117
20130320002327,192.168.100.2,5001,192.168.100.1,52636,4,0.0-9.9,2097152000,1691726046
20130320002336,192.168.100.2,5001,192.168.100.1,52637,5,0.0-9.3,2097152000,1804272555
20130320002347,192.168.100.2,5001,192.168.100.1,52638,4,0.0-10.2,2097152000,1644288769
20130320002356,192.168.100.2,5001,192.168.100.1,52639,5,0.0-9.3,2097152000,1806032050
20130320002405,192.168.100.2,5001,192.168.100.1,52640,4,0.0-9.3,2097152000,1805853205
20130320002415,192.168.100.2,5001,192.168.100.1,52641,5,0.0-9.3,2097152000,1797673523
20130320002425,192.168.100.2,5001,192.168.100.1,52642,4,0.0-9.9,2097152000,1689053459
20130320002434,192.168.100.2,5001,192.168.100.1,52643,5,0.0-9.4,2097152000,1792206113
20130320002445,192.168.100.2,5001,192.168.100.1,52644,4,0.0-10.8,2097152000,1556824956
20130320002455,192.168.100.2,5001,192.168.100.1,52645,5,0.0-10.1,2097152000,1663873678
20130320002505,192.168.100.2,5001,192.168.100.1,52646,4,0.0-10.0,2097152000,1678938998
20130320002515,192.168.100.2,5001,192.168.100.1,52647,5,0.0-10.0,2097152000,1684057698
20130320002525,192.168.100.2,5001,192.168.100.1,52648,4,0.0-10.0,2097152000,1678278117
20130320002535,192.168.100.2,5001,192.168.100.1,50513,5,0.0-9.9,2097152000,1687468587
20130320002545,192.168.100.2,5001,192.168.100.1,50514,4,0.0-9.5,2097152000,1769767191
20130320002555,192.168.100.2,5001,192.168.100.1,50515,5,0.0-10.0,2097152000,1685764890
20130320002605,192.168.100.2,5001,192.168.100.1,50516,4,0.0-10.0,2097152000,1685658353
20130320002615,192.168.100.2,5001,192.168.100.1,50517,5,0.0-9.8,2097152000,1720512289
20130320002625,192.168.100.2,5001,192.168.100.1,50518,4,0.0-10.0,2097152000,1685782167
20130320002637,192.168.100.2,5001,192.168.100.1,50519,5,0.0-12.1,2097152000,1388238017
20130320002646,192.168.100.2,5001,192.168.100.1,50520,4,0.0-9.4,2097152000,1792154614
20130320002657,192.168.100.2,5001,192.168.100.1,50521,5,0.0-10.9,2097152000,1539555429
20130320002707,192.168.100.2,5001,192.168.100.1,50522,4,0.0-9.3,2097152000,1806090376
20130320002717,192.168.100.2,5001,192.168.100.1,50523,5,0.0-9.9,2097152000,1702746179
20130320002726,192.168.100.2,5001,192.168.100.1,50524,4,0.0-9.3,2097152000,1796410629
20130320002736,192.168.100.2,5001,192.168.100.1,50525,5,0.0-10.0,2097152000,1681683478
20130320002749,192.168.100.2,5001,192.168.100.1,50526,4,0.0-12.6,2097152000,1336020363
20130320002759,192.168.100.2,5001,192.168.100.1,50527,5,0.0-10.0,2097152000,1678424692
20130320002809,192.168.100.2,5001,192.168.100.1,50528,4,0.0-10.0,2097152000,1671725121
20130320002819,192.168.100.2,5001,192.168.100.1,50529,5,0.0-9.9,2097152000,1691385798
20130320002828,192.168.100.2,5001,192.168.100.1,50530,4,0.0-9.3,2097152000,1798350066
20130320002838,192.168.100.2,5001,192.168.100.1,50531,5,0.0-9.3,2097152000,1807436043
20130320002848,192.168.100.2,5001,192.168.100.1,50532,4,0.0-10.0,2097152000,1683132196
20130320002858,192.168.100.2,5001,192.168.100.1,50533,5,0.0-10.2,2097152000,1643737008
20130320002908,192.168.100.2,5001,192.168.100.1,50534,4,0.0-9.9,2097152000,1695751336
20130320002917,192.168.100.2,5001,192.168.100.1,50535,5,0.0-9.3,2097152000,1796403128
20130320002927,192.168.100.2,5001,192.168.100.1,50536,4,0.0-9.3,2097152000,1800304128
20130320002936,192.168.100.2,5001,192.168.100.1,50537,5,0.0-9.3,2097152000,1806152595
20130320002947,192.168.100.2,5001,192.168.100.1,50538,4,0.0-10.5,2097152000,1602820974
20130320002956,192.168.100.2,5001,192.168.100.1,50539,5,0.0-9.3,2097152000,1801481583
20130320003006,192.168.100.2,5001,192.168.100.1,50540,4,0.0-9.9,2097152000,1693801022
20130320003016,192.168.100.2,5001,192.168.100.1,50541,5,0.0-9.9,2097152000,1702395784
20130320003025,192.168.100.2,5001,192.168.100.1,50542,4,0.0-9.3,2097152000,1803368020
20130320003035,192.168.100.2,5001,192.168.100.1,60851,5,0.0-9.9,2097152000,1688307116
20130320003045,192.168.100.2,5001,192.168.100.1,60852,4,0.0-9.9,2097152000,1688540076
20130320003055,192.168.100.2,5001,192.168.100.1,60853,5,0.0-9.8,2097152000,1707273827
20130320003105,192.168.100.2,5001,192.168.100.1,60854,4,0.0-9.4,2097152000,1787988076
20130320003115,192.168.100.2,5001,192.168.100.1,60855,5,0.0-10.1,2097152000,1656780720
20130320003125,192.168.100.2,5001,192.168.100.1,60856,4,0.0-9.7,2097152000,1725296123
20130320003136,192.168.100.2,5001,192.168.100.1,60857,5,0.0-11.0,2097152000,1521033408
20130320003146,192.168.100.2,5001,192.168.100.1,60858,4,0.0-10.1,2097152000,1653005856
20130320003156,192.168.100.2,5001,192.168.100.1,60859,5,0.0-10.0,2097152000,1678113775
20130320003206,192.168.100.2,5001,192.168.100.1,60860,4,0.0-9.3,2097152000,1795614463
20130320003215,192.168.100.2,5001,192.168.100.1,60861,5,0.0-9.3,2097152000,1807541976
20130320003225,192.168.100.2,5001,192.168.100.1,60862,4,0.0-10.0,2097152000,1684047725
20130320003235,192.168.100.2,5001,192.168.100.1,60863,5,0.0-10.1,2097152000,1653974658
20130320003245,192.168.100.2,5001,192.168.100.1,60864,4,0.0-9.9,2097152000,1694252420
20130320003255,192.168.100.2,5001,192.168.100.1,60865,5,0.0-10.0,2097152000,1672258332
20130320003305,192.168.100.2,5001,192.168.100.1,60866,4,0.0-9.3,2097152000,1801222028
20130320003314,192.168.100.2,5001,192.168.100.1,60867,5,0.0-9.3,2097152000,1797363650
20130320003323,192.168.100.2,5001,192.168.100.1,60868,4,0.0-9.3,2097152000,1797644823
20130320003335,192.168.100.2,5001,192.168.100.1,60869,5,0.0-11.3,2097152000,1488495956
20130320003344,192.168.100.2,5001,192.168.100.1,60870,4,0.0-9.4,2097152000,1778604397
20130320003354,192.168.100.2,5001,192.168.100.1,60871,5,0.0-10.0,2097152000,1680136460
20130320003404,192.168.100.2,5001,192.168.100.1,60872,4,0.0-9.3,2097152000,1809549448
20130320003413,192.168.100.2,5001,192.168.100.1,60873,5,0.0-9.3,2097152000,1811176706
20130320003425,192.168.100.2,5001,192.168.100.1,60874,4,0.0-11.7,2097152000,1428665975
20130320003437,192.168.100.2,5001,192.168.100.1,60875,5,0.0-12.6,2097152000,1336098672
20130320003447,192.168.100.2,5001,192.168.100.1,60876,4,0.0-9.4,2097152000,1782035356
20130320003456,192.168.100.2,5001,192.168.100.1,60877,5,0.0-9.4,2097152000,1793950965
20130320003506,192.168.100.2,5001,192.168.100.1,60878,4,0.0-9.3,2097152000,1797693363
20130320003516,192.168.100.2,5001,192.168.100.1,60879,5,0.0-9.7,2097152000,1723385632
20130320003528,192.168.100.2,5001,192.168.100.1,60880,4,0.0-12.6,2097152000,1330729809
20130320003538,192.168.100.2,5001,192.168.100.1,55819,5,0.0-9.3,2097152000,1805584227
20130320003550,192.168.100.2,5001,192.168.100.1,55820,4,0.0-12.6,2097152000,1332875726
20130320003600,192.168.100.2,5001,192.168.100.1,55821,5,0.0-10.0,2097152000,1685258581
20130320003610,192.168.100.2,5001,192.168.100.1,55822,4,0.0-9.4,2097152000,1782182252
20130320003619,192.168.100.2,5001,192.168.100.1,55823,5,0.0-9.4,2097152000,1793805191
20130320003632,192.168.100.2,5001,192.168.100.1,55824,4,0.0-12.6,2097152000,1333917237
20130320003642,192.168.100.2,5001,192.168.100.1,55825,5,0.0-10.0,2097152000,1683518121
20130320003651,192.168.100.2,5001,192.168.100.1,55826,4,0.0-9.3,2097152000,1797614775
20130320003701,192.168.100.2,5001,192.168.100.1,55827,5,0.0-9.4,2097152000,1778436975
