0.3738,0.0000
0.4170,0.0004
0.4189,0.0008
0.4230,0.0013
0.4292,0.0017
0.4330,0.0021
0.4342,0.0025
0.4480,0.0030
0.4561,0.0034
0.4630,0.0038
0.4640,0.0042
0.4780,0.0047
0.4809,0.0051
0.4961,0.0055
0.5009,0.0059
0.5009,0.0064
0.5159,0.0068
0.5381,0.0072
0.5960,0.0076
0.6590,0.0080
0.6781,0.0085
0.6828,0.0089
0.7579,0.0093
0.7939,0.0097
0.9739,0.0102
1.0920,0.0106
1.1690,0.0110
1.2929,0.0114
1.4582,0.0119
1.4818,0.0123
1.6429,0.0127
1.7760,0.0131
1.8342,0.0135
2.0061,0.0140
2.0728,0.0144
2.1009,0.0148
2.2049,0.0152
2.2130,0.0157
2.3301,0.0161
2.3301,0.0165
2.3370,0.0169
2.3811,0.0174
2.3918,0.0178
2.3949,0.0182
2.4300,0.0186
2.4321,0.0191
2.5022,0.0195
2.5952,0.0199
2.6760,0.0203
2.7020,0.0207
2.7089,0.0212
2.7471,0.0216
2.7790,0.0220
2.7809,0.0224
2.7940,0.0229
2.8360,0.0233
2.8579,0.0237
2.9562,0.0241
2.9910,0.0246
3.0150,0.0250
3.1562,0.0254
3.2489,0.0258
3.2921,0.0262
3.3312,0.0267
3.3340,0.0271
3.3491,0.0275
3.3529,0.0279
3.3550,0.0284
3.3550,0.0288
3.3681,0.0292
3.3698,0.0296
3.4080,0.0301
3.4201,0.0305
3.4230,0.0309
3.4311,0.0313
3.4311,0.0318
3.4389,0.0322
3.5222,0.0326
3.6221,0.0330
3.6681,0.0334
3.7351,0.0339
3.7351,0.0343
3.8199,0.0347
3.9058,0.0351
3.9630,0.0356
3.9740,0.0360
3.9959,0.0364
4.0340,0.0368
4.1039,0.0373
4.1080,0.0377
4.1220,0.0381
4.3161,0.0385
4.3170,0.0390
4.3571,0.0394
4.3690,0.0398
4.4060,0.0402
4.4072,0.0406
4.4100,0.0411
4.4191,0.0415
4.4301,0.0419
4.4470,0.0423
4.4489,0.0428
4.4491,0.0432
4.4549,0.0436
4.4620,0.0440
4.4630,0.0445
4.4639,0.0449
4.4889,0.0453
4.5390,0.0457
4.5531,0.0461
4.6208,0.0466
4.6220,0.0470
4.6251,0.0474
4.6251,0.0478
4.6332,0.0483
4.6601,0.0487
4.6859,0.0491
4.6902,0.0495
4.8621,0.0500
4.8921,0.0504
4.9829,0.0508
5.0771,0.0512
5.0921,0.0517
5.1210,0.0521
5.1222,0.0525
5.1270,0.0529
5.1358,0.0533
5.1451,0.0538
5.1508,0.0542
5.1582,0.0546
5.1670,0.0550
5.1820,0.0555
5.1899,0.0559
5.2030,0.0563
5.2571,0.0567
5.2869,0.0572
5.3711,0.0576
5.4140,0.0580
5.4190,0.0584
5.4359,0.0588
5.4841,0.0593
5.4879,0.0597
5.5029,0.0601
5.5032,0.0605
5.5060,0.0610
5.5091,0.0614
5.5120,0.0618
5.5120,0.0622
5.5149,0.0627
5.5161,0.0631
5.5201,0.0635
5.5239,0.0639
5.5249,0.0644
5.5280,0.0648
5.5320,0.0652
5.5389,0.0656
5.5439,0.0660
5.5439,0.0665
5.5470,0.0669
5.5501,0.0673
5.5690,0.0677
5.5692,0.0682
5.5780,0.0686
5.5859,0.0690
5.5909,0.0694
5.6109,0.0699
5.6429,0.0703
5.6760,0.0707
5.7049,0.0711
5.7569,0.0715
5.8000,0.0720
5.8699,0.0724
5.8701,0.0728
5.8830,0.0732
5.9361,0.0737
5.9400,0.0741
5.9450,0.0745
5.9628,0.0749
6.0201,0.0754
6.0389,0.0758
6.0401,0.0762
6.0658,0.0766
6.1748,0.0771
6.1860,0.0775
6.1870,0.0779
6.1891,0.0783
6.2399,0.0787
6.2559,0.0792
6.2749,0.0796
6.2780,0.0800
6.5651,0.0804
6.5749,0.0809
6.5751,0.0813
6.5808,0.0817
6.5839,0.0821
6.5949,0.0826
6.5999,0.0830
6.5999,0.0834
6.6071,0.0838
6.6080,0.0843
6.6099,0.0847
6.6118,0.0851
6.6130,0.0855
6.6171,0.0859
6.6268,0.0864
6.6321,0.0868
6.6340,0.0872
6.6359,0.0876
6.6411,0.0881
6.6478,0.0885
6.6500,0.0889
6.6509,0.0893
6.6600,0.0898
6.6619,0.0902
6.6659,0.0906
6.6710,0.0910
6.6829,0.0914
6.6891,0.0919
6.6900,0.0923
6.6931,0.0927
6.7060,0.0931
6.7379,0.0936
6.7399,0.0940
6.7482,0.0944
6.7511,0.0948
6.7880,0.0953
6.7980,0.0957
6.9499,0.0961
6.9699,0.0965
6.9709,0.0970
7.0050,0.0974
7.0338,0.0978
7.0801,0.0982
7.1530,0.0986
7.1919,0.0991
7.2429,0.0995
7.2451,0.0999
7.2889,0.1003
7.2961,0.1008
7.3149,0.1012
7.3209,0.1016
7.3349,0.1020
7.3409,0.1025
7.3431,0.1029
7.3481,0.1033
7.3500,0.1037
7.3819,0.1041
7.3869,0.1046
7.3919,0.1050
7.4022,0.1054
7.4720,0.1058
7.5700,0.1063
7.5810,0.1067
7.6151,0.1071
7.6320,0.1075
7.6439,0.1080
7.6530,0.1084
7.6621,0.1088
7.6649,0.1092
7.6728,0.1097
7.6730,0.1101
7.6919,0.1105
7.6921,0.1109
7.7028,0.1113
7.7100,0.1118
7.7150,0.1122
7.7159,0.1126
7.7190,0.1130
7.7229,0.1135
